id,name,original_name,cast_time,recast_time,is_player_ability,category_raw
15169,攻撃,攻撃,0.0,0.0,false,1
15170,攻撃,攻撃,0.0,0.0,false,1
15171,攻撃,攻撃,0.0,0.0,false,1
15172,攻撃,攻撃,0.0,0.0,false,1
15173,攻撃,攻撃,0.0,0.0,false,1
15174,攻撃,攻撃,0.0,0.0,false,1
15175,攻撃,攻撃,0.0,0.0,false,1
15176,攻撃,攻撃,0.0,0.0,false,1
15177,攻撃,攻撃,0.0,0.0,false,1
15178,攻撃,攻撃,0.0,0.0,false,1
15179,攻撃,攻撃,0.0,0.0,false,1
15180,攻撃,攻撃,0.0,0.0,false,1
15181,攻撃,攻撃,0.0,0.0,false,1
15182,攻撃,攻撃,0.0,0.0,false,1
15183,攻撃,攻撃,0.0,0.0,false,1
15184,攻撃,攻撃,0.0,0.0,false,1
15185,攻撃,攻撃,0.0,0.0,false,1
15186,攻撃,攻撃,0.0,0.0,false,1
15187,攻撃,攻撃,0.0,0.0,false,1
15188,攻撃,攻撃,0.0,0.0,false,1
15189,攻撃,攻撃,0.0,0.0,false,1
15190,攻撃,攻撃,0.0,0.0,false,1
15191,攻撃,攻撃,0.0,0.0,false,1
15192,攻撃,攻撃,0.0,0.0,false,1
15193,攻撃,攻撃,0.0,0.0,false,1
15194,攻撃,攻撃,0.0,0.0,false,1
15195,攻撃,攻撃,0.0,0.0,false,1
15196,攻撃,攻撃,0.0,0.0,false,1
15197,攻撃,攻撃,0.0,0.0,false,1
15198,攻撃,攻撃,0.0,0.0,false,1
15199,攻撃,攻撃,0.0,0.0,false,1
15200,攻撃,攻撃,0.0,0.0,false,1
15201,攻撃,攻撃,0.0,0.0,false,1
15202,攻撃,攻撃,0.0,0.0,false,1
15203,攻撃,攻撃,0.0,0.0,false,1
15204,攻撃,攻撃,0.0,0.0,false,1
15205,攻撃,攻撃,0.0,0.0,false,1
15206,攻撃,攻撃,0.0,0.0,false,1
15207,攻撃,攻撃,0.0,0.0,false,1
15208,攻撃,攻撃,0.0,0.0,false,1
15209,攻撃,攻撃,0.0,0.0,false,1
15210,攻撃,攻撃,0.0,0.0,false,1
15211,攻撃,攻撃,0.0,0.0,false,1
15212,攻撃,攻撃,0.0,0.0,false,1
15213,攻撃,攻撃,0.0,0.0,false,1
15214,攻撃,攻撃,0.0,0.0,false,1
15215,攻撃,攻撃,0.0,0.0,false,1
15216,攻撃,攻撃,0.0,0.0,false,1
15217,攻撃,攻撃,0.0,0.0,false,1
15218,攻撃,攻撃,0.0,0.0,false,1
15219,攻撃,攻撃,0.0,0.0,false,1
15220,攻撃,攻撃,0.0,0.0,false,1
15221,攻撃,攻撃,0.0,0.0,false,1
15222,攻撃,攻撃,0.0,0.0,false,1
15223,攻撃,攻撃,0.0,0.0,false,1
15224,攻撃,攻撃,0.0,0.0,false,1
15225,攻撃,攻撃,0.0,0.0,false,1
15226,攻撃,攻撃,0.0,0.0,false,1
15227,攻撃,攻撃,0.0,0.0,false,1
15228,攻撃,攻撃,0.0,0.0,false,1
15229,攻撃,攻撃,0.0,0.0,false,1
15230,攻撃,攻撃,0.0,0.0,false,1
15231,攻撃,攻撃,0.0,0.0,false,1
15232,攻撃,攻撃,0.0,0.0,false,1
15233,攻撃,攻撃,0.0,0.0,false,1
15234,攻撃,攻撃,0.0,0.0,false,1
15235,攻撃,攻撃,0.0,0.0,false,1
15236,攻撃,攻撃,0.0,0.0,false,1
15237,攻撃,攻撃,0.0,0.0,false,1
15238,攻撃,攻撃,0.0,0.0,false,1
15239,攻撃,攻撃,0.0,0.0,false,1
15240,攻撃,攻撃,0.0,0.0,false,1
15241,攻撃,攻撃,0.0,0.0,false,1
15242,攻撃,攻撃,0.0,0.0,false,1
15243,攻撃,攻撃,0.0,0.0,false,1
15244,攻撃,攻撃,0.0,0.0,false,1
15245,攻撃,攻撃,0.0,0.0,false,1
15246,攻撃,攻撃,0.0,0.0,false,1
15247,攻撃,攻撃,0.0,0.0,false,1
15248,攻撃,攻撃,0.0,0.0,false,1
15249,攻撃,攻撃,0.0,0.0,false,1
15250,攻撃,攻撃,0.0,0.0,false,1
15251,攻撃,攻撃,0.0,0.0,false,1
15252,攻撃,攻撃,0.0,0.0,false,1
15253,攻撃,攻撃,0.0,0.0,false,1
15254,攻撃,攻撃,0.0,0.0,false,1
15255,攻撃,攻撃,0.0,0.0,false,1
15256,Trounce,Trounce,3.5,0.0,false,3
15257,Ecliptic Meteor,Ecliptic Meteor,10.0,0.0,false,3
15258,Charybdis,Charybdis,3.0,0.0,false,3
15259,Maelstrom,Maelstrom,1.0,4.0,false,2
15260,Comet,Comet,5.0,0.0,false,3
15261,Comet,Comet,4.0,0.0,false,3
15262,Mighty Strikes,Mighty Strikes,3.0,0.0,false,3
15263,Absolute Benediction,Absolute Benediction,3.0,0.0,false,3
15264,Hallowed Ground,Hallowed Ground,3.0,0.0,false,3
15265,Meteor,Meteor,0.0,0.0,false,3
15266,Auroral Wind,Auroral Wind,0.0,0.0,false,3
15267,Dualcast,Dualcast,3.0,0.0,false,3
15268,10-tonze Wave,10-tonze Wave,4.6,0.0,false,0
15269,Feathercut,Feathercut,2.5,10.0,false,3
15270,Feather Breeze,Feather Breeze,4.5,30.0,false,3
15271,Wingbeat,Wingbeat,3.0,0.0,false,3
15272,Eye of the Fierce,Eye of the Fierce,3.0,30.0,false,4
15273,Wind Unbound,Wind Unbound,3.0,70.0,false,3
15274,Thermal Tumult,Thermal Tumult,0.0,0.0,false,3
15275,ギガストーム,ギガストーム,0.0,0.0,false,3
15276,Wings of Woe,Wings of Woe,4.0,24.0,false,2
15277,Terror Eye,Terror Eye,3.0,15.0,false,2
15278,Mantle Pierce,Mantle Pierce,3.0,18.0,false,3
15279,Spin,Spin,0.0,12.0,false,3
15280,Barbarous Scream,Barbarous Scream,2.0,30.0,false,4
15281,Foreburst,Foreburst,3.0,18.0,false,3
15282,Brightflame,Brightflame,2.0,15.0,false,3
15283,Stampede,Stampede,3.0,18.0,false,3
15284,Hoofkick,Hoofkick,3.0,21.0,false,3
15285,Stampede,Stampede,5.0,18.0,false,3
15286,Hoofkick,Hoofkick,0.0,21.0,false,3
15287,Trunk Tawse,Trunk Tawse,0.0,15.0,false,3
15288,Rout,Rout,5.0,0.0,false,3
15289,Rear,Rear,3.0,0.0,false,3
15290,Hall of Sorrow,Hall of Sorrow,4.0,18.0,false,2
15291,Valfodr,Valfodr,3.5,20.0,false,3
15292,Shuck,Shuck,5.0,20.0,false,3
15293,Impale,Impale,0.0,18.0,false,3
15294,Damnation Dive,Damnation Dive,3.0,18.0,false,3
15295,Deeproot,Deeproot,3.0,18.0,false,3
15296,Odious Air,Odious Air,4.0,20.0,false,3
15297,Valfodr,Valfodr,0.0,18.0,false,3
15298,Peck,Peck,0.0,12.0,false,3
15299,Scission Thrust,Scission Thrust,4.0,18.0,false,3
15300,Scission Thrust,Scission Thrust,0.0,16.0,false,3
15301,Fire Dust,Fire Dust,0.0,3.0,false,2
15302,Rotoswipe,Rotoswipe,4.0,16.0,false,3
15303,Rotoswipe,Rotoswipe,3.5,2.0,false,3
15304,Wrecking Ball,Wrecking Ball,5.0,22.0,false,3
15305,Whipcrack,Whipcrack,0.0,15.0,false,3
15306,Aetherial Blast,Aetherial Blast,4.0,20.0,false,3
15307,Whipcrack,Whipcrack,0.0,15.0,false,3
15308,Isso,Isso,4.5,18.0,false,3
15309,Isso,Isso,2.5,18.0,false,3
15310,Catching Claws,Catching Claws,3.0,20.0,false,3
15311,Frumious Jaws,Frumious Jaws,4.0,15.0,false,3
15312,Entropic Flame,Entropic Flame,4.0,0.0,false,2
15313,Accursed Pox,Accursed Pox,3.5,0.0,false,2
15314,Ancient Eruption,Ancient Eruption,0.0,15.0,false,2
15315,Adaptation,Adaptation,5.0,0.0,false,4
15316,Raging Axe,Raging Axe,3.0,12.0,false,3
15317,Starstorm,Starstorm,3.0,12.0,false,3
15318,Lightning Spark,Lightning Spark,6.0,30.0,false,3
15319,Condensed Libra,Condensed Libra,5.0,0.0,false,4
15320,Triple Hit,Triple Hit,3.0,0.0,false,4
15321,Silence,Silence,5.0,0.0,false,4
15322,Mechanogravity,Mechanogravity,3.0,0.0,false,4
15323,Gale Cut,Gale Cut,3.0,0.0,false,4
15324,Page Tear,Page Tear,3.5,0.0,false,4
15325,Head Down,Head Down,5.0,0.0,false,4
15326,Bone Shaker,Bone Shaker,3.0,0.0,false,4
15327,Magic Hammer,Magic Hammer,3.0,0.0,false,4
15328,Vacuum Blade,Vacuum Blade,3.0,0.0,false,4
15329,Self-detonate,Self-detonate,3.0,0.0,false,4
15330,Ruin,Ruin,0.0,3.0,false,2
15331,Ruin,Ruin,0.0,3.0,false,2
15332,Ruin,Ruin,0.0,3.0,false,2
15333,Wind Unbound,Wind Unbound,5.0,0.0,false,2
15334,Molt,Molt,3.0,30.0,false,3
15335,Feathercut,Feathercut,2.5,7.5,false,3
15336,Ripper Claw,Ripper Claw,3.5,25.0,false,3
15337,Tail Smash,Tail Smash,3.5,25.0,false,3
15338,Tail Swing,Tail Swing,3.5,25.0,false,3
15339,Head Down,Head Down,3.5,0.0,false,3
15340,Bloodboil,Bloodboil,0.0,60.0,false,3
15341,Big Ripper Claw,Big Ripper Claw,3.5,25.0,false,3
15342,Heavy Tail Smash,Heavy Tail Smash,3.5,25.0,false,3
15343,Heavy Tail Swing,Heavy Tail Swing,3.5,25.0,false,3
15344,Pillar Pierce,Pillar Pierce,4.0,0.0,false,3
15345,Stool Pelt,Stool Pelt,3.0,25.0,false,4
15346,Pillar Impact,Pillar Impact,2.5,0.0,false,3
15347,Build Up,Build Up,4.0,25.0,false,3
15348,Smash,Smash,0.0,6.0,false,3
15349,Raging Axe,Raging Axe,3.0,6.0,false,3
15350,Starstorm,Starstorm,3.0,6.0,false,2
15351,Lightning Spark,Lightning Spark,0.0,3.0,false,2
15352,Stone,Stone,0.0,3.0,false,2
15353,Condensed Libra,Condensed Libra,4.0,0.0,false,4
15354,Triple Hit,Triple Hit,0.0,6.0,false,3
15355,Page Tear,Page Tear,0.0,0.0,false,3
15356,Tail Smash,Tail Smash,5.0,0.0,false,3
15357,Magic Hammer,Magic Hammer,3.0,0.0,false,2
15358,Berserk,Berserk,5.0,30.0,false,4
15359,Rear,Rear,3.0,6.0,false,3
15360,Thrub,Thrub,0.0,0.0,false,3
15361,Deep Darkness,Deep Darkness,3.0,0.0,false,2
15362,Magic Burst,Magic Burst,4.0,0.0,false,2
15363,Toy Hammer,Toy Hammer,8.0,0.0,false,2
15364,Flood,Flood,3.0,15.0,false,2
15365,Water III,Water III,3.0,15.0,false,2
15366,Terrifying Glance,Terrifying Glance,5.0,0.0,false,3
15367,Holy IV,Holy IV,5.0,0.0,false,3
15368,Slapstick,Slapstick,0.0,0.0,false,3
15369,Iron Justice,Iron Justice,3.0,0.0,false,3
15370,Cloudcover,Cloudcover,3.0,0.0,false,2
15371,Tight Tornado,Tight Tornado,3.0,12.0,false,2
15372,Ancient Aero III,Ancient Aero III,5.0,0.0,false,2
15373,On the Properties of Darkness,On the Properties of Darkness,3.0,2.0,false,2
15374,Fracture,Fracture,5.0,0.0,false,4
15375,Second Wind,Second Wind,0.0,120.0,false,4
15376,Paralyze,Paralyze,5.0,0.0,false,2
15377,Chirp,Chirp,3.5,0.0,false,2
15378,Heat Gaze,Heat Gaze,3.0,0.0,false,3
15379,Heat Gaze,Heat Gaze,3.0,0.0,false,3
15380,Terror Eye,Terror Eye,3.0,10.0,false,2
15381,Dread Gaze,Dread Gaze,3.0,30.0,false,3
15382,Fire,Fire,0.0,3.0,false,2
15383,Banish III,Banish III,6.0,6.0,false,2
15384,Banish,Banish,0.0,3.0,false,2
15385,Dark,Dark,3.0,6.0,false,2
15386,Ram,Ram,0.0,6.0,false,3
15387,Stone,Stone,0.0,3.0,false,2
15388,Blue Bolt,Blue Bolt,0.0,0.0,false,3
15389,Red Rush,Red Rush,0.0,0.0,false,3
15390,100-tonze Swing,100-tonze Swing,4.0,45.0,false,3
15391,Kanabo,Kanabo,3.0,0.0,false,3
15392,Kanabo,Kanabo,6.0,0.0,false,3
15393,Yama-kagura,Yama-kagura,5.0,20.0,false,3
15394,Forbidden Arts,Forbidden Arts,0.0,0.0,false,3
15395,Forbidden Arts,Forbidden Arts,0.0,0.0,false,3
15396,Fifth Element,Fifth Element,4.0,0.0,false,3
15397,Serpent Ascending,Serpent Ascending,4.0,0.0,false,3
15398,攻撃,攻撃,0.0,0.0,false,1
15399,攻撃,攻撃,0.0,0.0,false,1
15400,攻撃,攻撃,0.0,0.0,false,1
15401,攻撃,攻撃,0.0,0.0,false,1
15402,攻撃,攻撃,0.0,0.0,false,1
15403,攻撃,攻撃,0.0,0.0,false,1
15404,攻撃,攻撃,0.0,0.0,false,1
15405,攻撃,攻撃,0.0,0.0,false,1
15406,攻撃,攻撃,0.0,0.0,false,1
15407,攻撃,攻撃,0.0,0.0,false,1
15408,攻撃,攻撃,0.0,0.0,false,1
15409,攻撃,攻撃,0.0,0.0,false,1
15410,攻撃,攻撃,0.0,0.0,false,1
15411,攻撃,攻撃,0.0,0.0,false,1
15412,攻撃,攻撃,0.0,0.0,false,1
15413,攻撃,攻撃,0.0,0.0,false,1
15414,Water,Water,3.0,15.0,false,2
15415,Sucker,Sucker,3.0,29.0,false,3
15416,Flood,Flood,3.0,30.0,false,2
15417,Spiritus,Spiritus,3.0,18.0,false,3
15418,どろんこ遊び,どろんこ遊び,2.0,18.0,false,3
15419,Standing Chine,Standing Chine,2.0,12.0,false,3
15420,Standing Chine,Standing Chine,3.0,20.0,false,3
15421,Puncture,Puncture,3.0,30.0,false,3
15422,Splatter,Splatter,8.0,0.0,false,4
15423,Rush,Rush,2.5,30.0,false,4
15424,Mole-a-whack,Mole-a-whack,3.0,12.0,false,3
15425,Head Butt,Head Butt,3.0,21.0,false,3
15426,Trounce,Trounce,3.5,28.0,false,3
15427,Spinning Kick,Spinning Kick,3.0,18.0,false,3
15428,Lightning Bolt,Lightning Bolt,3.0,17.5,false,4
15429,Fluid Swing,Fluid Swing,2.5,18.0,false,3
15430,Straight Punch,Straight Punch,0.0,21.0,false,3
15431,Plain Pound,Plain Pound,3.0,25.0,false,3
15432,Straight Punch,Straight Punch,4.0,21.0,false,3
15433,Heartburn,Heartburn,3.0,24.0,false,3
15434,Spinal Tap,Spinal Tap,4.0,20.0,false,3
15435,Apitoxin,Apitoxin,3.0,18.0,false,3
15436,Butcher,Butcher,4.0,18.0,false,3
15437,Rip,Rip,1.0,1.0,false,3
15438,Twister,Twister,4.0,20.0,false,3
15439,Tenka Goken,Tenka Goken,3.0,18.0,false,3
15440,Pounce,Pounce,0.0,12.0,false,3
15441,Mark of the Beast,Mark of the Beast,3.0,24.0,false,3
15442,Transonic Blast,Transonic Blast,3.0,20.0,false,3
15443,Flying Frenzy,Flying Frenzy,5.0,15.0,false,3
15444,Foul Bite,Foul Bite,0.0,15.0,false,3
15445,Arcane Howl,Arcane Howl,3.0,18.0,false,3
15446,Ecliptic Bite,Ecliptic Bite,2.0,15.0,false,3
15447,Fluid Strike,Fluid Strike,0.0,3.0,false,3
15448,Circle Blade,Circle Blade,3.0,18.0,false,3
15449,Fire Toss,Fire Toss,3.0,24.0,false,2
15450,Grim Cleaver,Grim Cleaver,3.0,18.0,false,3
15451,Grim Fate,Grim Fate,3.0,18.0,false,3
15452,Grim Halo,Grim Halo,3.0,30.0,false,3
15453,Desolation,Desolation,3.0,30.0,false,3
15454,Body Slam,Body Slam,0.0,12.0,false,3
15455,Cold Gaze,Cold Gaze,4.0,30.0,false,3
15456,Body Slam,Body Slam,0.0,15.0,false,3
15457,Stone Gaze,Stone Gaze,4.0,30.0,false,3
15458,Seismic Rift,Seismic Rift,3.0,20.0,false,3
15459,Trunk Tawse,Trunk Tawse,0.0,18.0,false,3
15460,Rock of Ages,Rock of Ages,5.0,20.0,false,3
15461,Collapse,Collapse,3.0,18.0,false,3
15462,Collapse,Collapse,0.0,15.0,false,3
15463,Blazing Trail,Blazing Trail,4.0,30.0,false,3
15464,Crystal Needle,Crystal Needle,4.0,20.0,false,3
15465,Silkscreen,Silkscreen,2.5,25.0,false,3
15466,Sickle Strike,Sickle Strike,3.5,30.0,false,3
15467,Nemesis Burst,Nemesis Burst,3.0,30.0,false,3
15468,Abyssal Reaper,Abyssal Reaper,4.0,0.0,false,3
15469,Petrifaction,Petrifaction,4.0,60.0,false,4
15470,Circle Blade,Circle Blade,3.0,20.0,false,3
15471,Tail Slap,Tail Slap,3.0,20.0,false,3
15472,Circle of Flames,Circle of Flames,3.0,20.0,false,2
15473,Petrattraction,Petrattraction,3.0,30.0,false,3
15474,Forbidden Arts,Forbidden Arts,0.0,0.0,false,3
15475,Petrifaction,Petrifaction,4.0,30.0,false,4
15476,Petrattraction,Petrattraction,0.0,30.0,false,2
15477,Wile of the Tengu,Wile of the Tengu,3.0,24.0,false,2
15478,Brutal Beast Charge,Brutal Beast Charge,3.5,0.0,false,3
15479,Eruption,Eruption,3.0,0.0,false,3
15480,Eruption,Eruption,3.0,0.0,false,3
15481,Pebble,Pebble,0.0,3.0,false,2
15482,魔導プラズマ,魔導プラズマ,20.0,0.0,false,3
15483,魔導プラズマ,魔導プラズマ,20.0,0.0,false,3
15484,Imperial Authority,Imperial Authority,0.0,0.0,false,3
15485,Imperial Authority,Imperial Authority,0.0,0.0,false,3
15486,,,0.0,0.0,false,3
15487,Buller's Drop,Buller's Drop,3.0,18.0,false,3
15488,Crossbones,Crossbones,5.0,0.0,false,3
15489,Ruin,Ruin,0.0,3.0,false,2
15490,Forbidden Arts,Forbidden Arts,0.0,0.0,false,3
15491,,,0.0,0.0,false,1
15492,,,0.0,0.0,false,1
15493,,,0.0,0.0,false,1
15494,,,0.0,0.0,false,1
15495,,,0.0,0.0,false,1
15496,,,0.0,0.0,false,1
15497,Stonefist,Stonefist,4.0,0.0,false,3
15498,Sun Toss,Sun Toss,3.0,0.0,false,3
15499,Lozatl's Scorn,Lozatl's Scorn,3.0,0.0,false,3
15500,Ronkan Light,Ronkan Light,0.0,0.0,false,3
15501,Heat Up,Heat Up,3.0,0.0,false,3
15502,Heat Up,Heat Up,3.0,0.0,false,3
15503,Lozatl's Fury,Lozatl's Fury,4.0,0.0,false,3
15504,Lozatl's Fury,Lozatl's Fury,4.0,0.0,false,3
15505,Ripper Fang,Ripper Fang,4.0,0.0,false,3
15506,Soundwave,Soundwave,3.0,0.0,false,3
15507,Subsonics,Subsonics,6.0,0.0,false,3
15508,Subsonics,Subsonics,0.0,0.0,false,3
15509,Falling Rock,Falling Rock,2.0,0.0,false,3
15510,Falling Rock,Falling Rock,2.0,0.0,false,3
15511,Falling Boulder,Falling Boulder,2.0,0.0,false,3
15512,Towerfall,Towerfall,3.0,0.0,false,3
15513,Rend,Rend,4.0,0.0,false,3
15514,Hound out of Heaven,Hound out of Heaven,5.0,0.0,false,3
15515,Glossolalia,Glossolalia,3.0,0.0,false,3
15516,Viper Poison,Viper Poison,6.0,0.0,false,3
15517,Viper Poison,Viper Poison,6.0,0.0,false,3
15518,Viper Poison,Viper Poison,6.0,0.0,false,3
15519,Jump,Jump,0.0,0.0,false,3
15520,Heaving Breath,Heaving Breath,3.5,0.0,false,3
15521,Confession of Faith,Confession of Faith,5.0,0.0,false,3
15522,Confession of Faith,Confession of Faith,5.5,0.0,false,3
15523,Confession of Faith,Confession of Faith,5.8,0.0,false,3
15524,Confession of Faith,Confession of Faith,5.0,0.0,false,3
15525,Confession of Faith,Confession of Faith,5.8,0.0,false,3
15526,Confession of Faith,Confession of Faith,5.5,0.0,false,3
15527,Confession of Faith,Confession of Faith,5.5,0.0,false,3
15528,Deformation,Deformation,0.0,0.0,false,2
15529,Fifth Element,Fifth Element,18.0,0.0,false,3
15530,Monstrosity,Monstrosity,3.0,0.0,false,2
15531,Monstrosity,Monstrosity,3.0,0.0,false,2
15532,,,3.0,0.0,false,2
15533,Sanctified Quake III,Sanctified Quake III,100.0,0.0,false,2
15534,,,2.5,6.0,false,2
15535,Charybdis,Charybdis,10.0,0.0,false,2
15536,Hundredfold Gale,Hundredfold Gale,8.0,0.0,false,3
15537,Interject,Interject,0.0,5.0,false,4
15538,Abyssal Charge,Abyssal Charge,3.0,0.0,false,3
15539,Abyssal Charge,Abyssal Charge,3.0,0.0,false,3
15540,Rusting Claw,Rusting Claw,5.0,20.0,false,3
15541,,,3.0,0.0,false,3
15542,Burn,Burn,20.0,0.0,false,3
15543,Deadly Bite,Deadly Bite,0.0,30.0,false,3
15544,Ronkan Flare,Ronkan Flare,20.0,2.5,false,2
15545,Falling Star,Falling Star,20.0,0.0,false,2
15546,Wide Volley,Wide Volley,20.0,2.5,false,3
15547,Wild Hunt,Wild Hunt,20.0,0.0,false,3
15548,,,0.0,0.0,false,4
15549,Silence,Silence,2.5,0.0,false,2
15550,Boundless Light,Boundless Light,0.0,0.0,false,3
15551,Boundless Dark,Boundless Dark,0.0,0.0,false,3
15552,Might and Magic,Might and Magic,1.4,0.0,false,3
15553,Present,Present,2.5,2.5,false,13
15554,Might and Magic,Might and Magic,2.3,0.0,false,3
15555,Unshadowed Stake,Unshadowed Stake,0.0,0.0,false,3
15556,Meteor Rain,Meteor Rain,3.0,0.0,false,2
15557,流星群,流星群,4.0,0.0,false,2
15558,Meteor Rain,Meteor Rain,3.0,0.0,false,2
15559,the Burning Sky,the Burning Sky,5.2,0.0,false,2
15560,the Burning Sky,the Burning Sky,5.2,0.0,false,2
15561,the Falling Sky,the Falling Sky,3.0,0.0,false,2
15562,the Falling Sky,the Falling Sky,4.5,0.0,false,2
15563,the Final Sky,the Final Sky,12.0,0.0,false,2
15564,Towerfall,Towerfall,8.0,0.0,false,4
15565,Earthquake,Earthquake,4.0,0.0,false,3
15566,Venomous Breath,Venomous Breath,3.0,0.0,false,3
15567,Shrill Shriek,Shrill Shriek,3.0,0.0,false,3
15568,Burst,Burst,45.0,0.0,false,2
15569,Burst,Burst,0.0,0.0,false,2
15570,Self-destruct,Self-destruct,0.0,0.0,false,3
15571,Aetherspike,Aetherspike,4.0,15.0,false,3
15572,Comet,Comet,4.0,0.0,false,2
15573,Ill Will,Ill Will,0.0,3.0,false,2
15574,攻撃,攻撃,0.0,0.0,false,1
15575,Apokalypsis,Apokalypsis,6.0,0.0,false,2
15576,Fracture,Fracture,5.0,0.0,false,4
15577,Apokalypsis,Apokalypsis,0.0,0.0,false,2
15578,Therion Charge,Therion Charge,7.0,0.0,false,3
15579,Deathly Ray,Deathly Ray,3.0,0.0,false,2
15580,Deathly Ray,Deathly Ray,0.0,0.0,false,2
15581,Deathly Ray,Deathly Ray,0.0,0.0,false,2
15582,Deathly Ray,Deathly Ray,3.0,0.0,false,2
15583,Deathly Ray,Deathly Ray,0.0,0.0,false,2
15584,Scouring Tsunami,Scouring Tsunami,0.0,0.0,false,3
15585,Deathly Ray,Deathly Ray,0.0,0.0,false,2
15586,Misfortune,Misfortune,3.0,0.0,false,2
15587,Shadow Wreck,Shadow Wreck,4.0,0.0,false,2
15588,Sickly Flame,Sickly Flame,2.0,0.0,false,2
15589,Stone Flail,Stone Flail,4.5,0.0,false,3
15590,Head Toss,Head Toss,5.0,0.0,false,3
15591,Right Round,Right Round,2.5,0.0,false,3
15592,Right Round,Right Round,0.0,0.0,false,3
15593,Flail Smash,Flail Smash,3.0,0.0,false,3
15594,Falling Rock,Falling Rock,3.0,0.0,false,4
15595,Efface,Efface,4.5,0.0,false,3
15596,High Pressure,High Pressure,4.0,0.0,false,3
15597,Wellbore,Wellbore,7.0,0.0,false,3
15598,Geyser Eruption,Geyser Eruption,3.5,0.0,false,3
15599,Swift Spill,Swift Spill,7.0,0.0,false,3
15600,Swift Spill,Swift Spill,0.0,0.0,false,3
15601,Intestinal Crank,Intestinal Crank,4.0,0.0,false,2
15602,Heretic's Fork,Heretic's Fork,5.0,0.0,false,2
15603,Force of Restraint,Force of Restraint,5.0,0.0,false,2
15604,Water and Wine,Water and Wine,5.0,0.0,false,2
15605,Breaking Wheel,Breaking Wheel,5.0,0.0,false,2
15606,Crystal Nail,Crystal Nail,2.5,0.0,false,2
15607,Crystal Nail,Crystal Nail,2.5,0.0,false,3
15608,Censure,Censure,3.0,0.0,false,2
15609,Heretic's Fork,Heretic's Fork,8.0,0.0,false,2
15610,Breaking Wheel,Breaking Wheel,9.0,0.0,false,2
15611,Rake,Rake,3.0,0.0,false,3
15612,Cyclone Wing,Cyclone Wing,3.0,0.0,false,3
15613,Cyclone Wing,Cyclone Wing,4.0,0.0,false,3
15614,Typhoon Wing,Typhoon Wing,5.0,0.0,false,3
15615,Typhoon Wing,Typhoon Wing,5.0,0.0,false,3
15616,Typhoon Wing,Typhoon Wing,5.0,0.0,false,3
15617,Typhoon Wing,Typhoon Wing,7.0,0.0,false,3
15618,Typhoon Wing,Typhoon Wing,7.0,0.0,false,3
15619,Hurricane Wing,Hurricane Wing,5.0,0.0,false,3
15620,Reformation,Reformation,0.0,0.0,false,3
15621,形態変化,形態変化,0.0,0.0,false,3
15622,Exegesis,Exegesis,5.0,0.0,false,3
15623,Exegesis,Exegesis,0.0,0.0,false,3
15624,attack,attack,0.0,0.0,false,3
15625,Catechism,Catechism,4.0,0.0,false,3
15626,Catechism,Catechism,0.0,0.0,false,3
15627,Sacrament of Penance,Sacrament of Penance,4.0,0.0,false,3
15628,Sacrament of Penance,Sacrament of Penance,0.0,0.0,false,3
15629,Rite of the Sacrament,Rite of the Sacrament,0.0,0.0,false,3
15630,Perfect Contrition,Perfect Contrition,6.0,0.0,false,3
15631,Judgment Day,Judgment Day,3.0,0.0,false,3
15632,Found Wanting,Found Wanting,0.0,0.0,false,3
15633,Judged,Judged,0.0,0.0,false,3
15634,Sacrament Sforzando,Sacrament Sforzando,4.0,0.0,false,3
15635,Sacrament Sforzando,Sacrament Sforzando,0.0,0.0,false,3
15636,Orison Fortissimo,Orison Fortissimo,4.0,0.0,false,3
15637,Orison Fortissimo,Orison Fortissimo,0.0,0.0,false,3
15638,Divine Diminuendo,Divine Diminuendo,4.0,0.0,false,3
15639,全能者の祝福,全能者の祝福,0.0,0.0,false,3
15640,Divine Diminuendo,Divine Diminuendo,4.0,0.0,false,3
15641,Divine Diminuendo,Divine Diminuendo,4.0,0.0,false,3
15642,Conviction Marcato,Conviction Marcato,4.0,0.0,false,3
15643,Conviction Marcato,Conviction Marcato,4.0,0.0,false,3
15644,Penance Pianissimo,Penance Pianissimo,3.0,0.0,false,3
15645,Feather Marionette,Feather Marionette,3.0,0.0,false,3
15646,Ranaa's Finish,Ranaa's Finish,6.0,0.0,false,3
15647,Hannish Waters,Hannish Waters,3.0,0.0,false,2
15648,Conviction Marcato,Conviction Marcato,4.0,0.0,false,3
15649,Divine Diminuendo,Divine Diminuendo,4.0,0.0,false,3
15650,Bitter Love,Bitter Love,3.0,10.0,false,3
15651,ディヴォーション・ソットヴォーチェ,ディヴォーション・ソットヴォーチェ,4.0,0.0,false,3
15652,Ringsmith,Ringsmith,0.0,0.0,false,3
15653,Gold Chaser,Gold Chaser,4.0,0.0,false,3
15654,Sanctified Staccato,Sanctified Staccato,0.0,0.0,false,3
15655,Vena Amoris,Vena Amoris,0.0,0.0,false,3
15656,,,0.0,0.0,false,3
15657,Thunder Rune,Thunder Rune,0.0,0.0,false,2
15658,Frost Rune,Frost Rune,3.0,0.0,false,2
15659,Frost Rune,Frost Rune,5.0,0.0,false,2
15660,Fae Light,Fae Light,5.0,0.0,false,2
15661,Fae Light,Fae Light,0.0,0.0,false,2
15662,Growth Rune,Growth Rune,3.0,0.0,false,2
15663,Wood's Embrace,Wood's Embrace,0.0,0.0,false,2
